STATEFP,COUNTYFP,TRACTCE,GEOIDFQ,GEOID,NAME,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER,population,area_km2,population_density,log_population_density,observations,diversity,total_birds,population_summary,area_km2_summary,population_density_summary,log_population_density_summary,log_observations,log_total_birds,nlcd_code,nlcd_class,pop_density_group
48,201,520100,1400000US48201520100,48201520100,5201,Census Tract 5201,TX,Harris County,Texas,CT,2951370,0,3047,2.9615866923954632,1028.840387426056,6.937159105551549,3.0,3.0,5.0,3047.0,2.9615866923954632,1028.840387426056,6.937159105551549,1.3862943611198906,1.791759469228055,24,Developed,Medium density
48,201,540601,1400000US48201540601,48201540601,5406.01,Census Tract 5406.01,TX,Harris County,Texas,CT,1613349,0,4325,1.6058940052840809,2693.2039012343857,7.898858041275588,12.0,11.0,59.0,4325.0,1.6058940052840809,2693.2039012343857,7.898858041275588,2.5649493574615367,4.0943445622221,23,Developed,High density
48,201,552002,1400000US48201552002,48201552002,5520.02,Census Tract 5520.02,TX,Harris County,Texas,CT,1670077,0,1457,1.6721035045698764,871.3575421724813,6.771199365298682,6.0,4.0,11.0,1457.0,1.6721035045698764,871.3575421724813,6.771199365298682,1.9459101490553132,2.4849066497880004,23,Developed,Medium density
48,339,694700,1400000US48339694700,48339694700,6947,Census Tract 6947,TX,Montgomery County,Texas,CT,307862179,16137892,3577,323.9096927720605,11.04320148430131,2.4885003085462056,947.0,112.0,4120.0,3577.0,323.9096927720605,11.04320148430131,2.4885003085462056,6.854354502255021,8.323851131338817,42,Forest,Low density
48,339,692003,1400000US48339692003,48339692003,6920.03,Census Tract 6920.03,TX,Montgomery County,Texas,CT,11080672,89208,4738,11.153841230596152,424.7863943950691,6.053937798907699,18.0,15.0,30.0,4738.0,11.153841230596152,424.7863943950691,6.053937798907699,2.9444389791664403,3.4339872044851463,22,Developed,Medium density
48,201,252100,1400000US48201252100,48201252100,2521,Census Tract 2521,TX,Harris County,Texas,CT,23201584,1847553,3147,25.084769130987777,125.45461285957941,4.839883452162582,6745.0,196.0,40777.0,3147.0,25.084769130987777,125.45461285957941,4.839883452162582,8.816705015621595,10.61589799927692,90,Wetlands,Low density
48,201,553403,1400000US48201553403,48201553403,5534.03,Census Tract 5534.03,TX,Harris County,Texas,CT,6648713,9786,8631,6.671028786444375,1293.8034411631252,7.166114179727833,138.0,57.0,202.0,8631.0,6.671028786444375,1293.8034411631252,7.166114179727833,4.9344739331306915,5.313205979041787,23,Developed,Medium density
48,201,311400,1400000US48201311400,48201311400,3114,Census Tract 3114,TX,Harris County,Texas,CT,2325532,288482,1516,2.5924072766480553,584.7846569695506,6.372952242465702,30.0,24.0,83.0,1516.0,2.5924072766480553,584.7846569695506,6.372952242465702,3.4339872044851463,4.430816798843313,23,Developed,Medium density
48,215,021201,1400000US48215021201,48215021201,212.01,Census Tract 212.01,TX,Hidalgo County,Texas,CT,3558982,0,3534,3.553220442011318,994.5906981216066,6.903336227462252,1076.0,114.0,20126.0,3534.0,3.553220442011318,994.5906981216066,6.903336227462252,6.981934677156389,9.909817476230998,23,Developed,Medium density
48,215,020403,1400000US48215020403,48215020403,204.03,Census Tract 204.03,TX,Hidalgo County,Texas,CT,2487120,0,4083,2.4849591517053016,1643.085359048274,7.404939495830458,43.0,14.0,891.0,4083.0,2.4849591517053016,1643.085359048274,7.404939495830458,3.784189633918261,6.79346613258001,23,Developed,High density
48,215,022105,1400000US48215022105,48215022105,221.05,Census Tract 221.05,TX,Hidalgo County,Texas,CT,3161575,27860,3514,3.1767024998054527,1106.1784980542573,7.0095701645648765,72.0,25.0,907.0,3514.0,3.1767024998054527,1106.1784980542573,7.0095701645648765,4.290459441148391,6.811244378601294,22,Developed,Medium density
48,355,003303,1400000US48355003303,48355003303,33.03,Census Tract 33.03,TX,Nueces County,Texas,CT,1924888,0,1030,1.9241077704941503,535.3130504407635,6.284718039910155,26.0,10.0,154.0,1030.0,1.9241077704941503,535.3130504407635,6.284718039910155,3.295836866004329,5.043425116919247,22,Developed,Medium density
48,355,002304,1400000US48355002304,48355002304,23.04,Census Tract 23.04,TX,Nueces County,Texas,CT,2598323,0,5540,2.596860048856988,2133.3456157710307,7.665915375529291,10.0,4.0,348.0,5540.0,2.596860048856988,2133.3456157710307,7.665915375529291,2.3978952727983707,5.855071922202427,23,Developed,High density
48,355,005404,1400000US48355005404,48355005404,54.04,Census Tract 54.04,TX,Nueces County,Texas,CT,5828227,311952,5865,6.129617229639545,956.8297301893505,6.864670027507534,608.0,66.0,3173.0,5865.0,6.129617229639545,956.8297301893505,6.864670027507534,6.411818267709897,8.062747901086354,23,Developed,Medium density
48,355,001100,1400000US48355001100,48355001100,11,Census Tract 11,TX,Nueces County,Texas,CT,1954233,0,1970,1.9489985845304088,1010.7754903653002,6.919461977770504,3489.0,146.0,11944.0,1970.0,1.9489985845304088,1010.7754903653002,6.919461977770504,8.157657015196472,9.38806805975991,23,Developed,Medium density
48,355,000700,1400000US48355000700,48355000700,7,Census Tract 7,TX,Nueces County,Texas,CT,5795677,0,4473,5.7999561245716835,771.2127305670477,6.649260069795055,58.0,26.0,215.0,4473.0,5.7999561245716835,771.2127305670477,6.649260069795055,4.07753744390572,5.375278407684165,23,Developed,Medium density
48,355,002200,1400000US48355002200,48355002200,22,Census Tract 22,TX,Nueces County,Texas,CT,2390671,0,5241,2.39062216238981,2192.316327713109,7.6931699822989055,1.0,1.0,2.0,5241.0,2.39062216238981,2192.316327713109,7.6931699822989055,0.6931471805599453,1.0986122886681098,22,Developed,High density
48,355,002400,1400000US48355002400,48355002400,24,Census Tract 24,TX,Nueces County,Texas,CT,4103384,0,5546,4.092540220033788,1355.1485634401931,7.212404022558215,12.0,8.0,67.0,5546.0,4.092540220033788,1355.1485634401931,7.212404022558215,2.5649493574615367,4.219507705176107,22,Developed,Medium density
48,355,002602,1400000US48355002602,48355002602,26.02,Census Tract 26.02,TX,Nueces County,Texas,CT,1299925,0,1918,1.3042353857846587,1470.593438044227,7.294101064158586,15.0,12.0,50.0,1918.0,1.3042353857846587,1470.593438044227,7.294101064158586,2.772588722239781,3.9318256327243257,23,Developed,High density
48,029,181809,1400000US48029181809,48029181809,1818.09,Census Tract 1818.09,TX,Bexar County,Texas,CT,2408980,9374,6274,2.4155291244692476,2597.360527117865,7.86263595862578,6320.0,164.0,18556.0,6274.0,2.4155291244692476,2597.360527117865,7.86263595862578,8.751632702472298,9.828602355344339,23,Developed,High density
48,029,181705,1400000US48029181705,48029181705,1817.05,Census Tract 1817.05,TX,Bexar County,Texas,CT,4490895,0,6237,4.478143400795154,1392.7646887977141,7.239763774200581,1203.0,105.0,5107.0,6237.0,4.478143400795154,1392.7646887977141,7.239763774200581,7.093404625868766,8.53856321715243,23,Developed,High density
48,355,001903,1400000US48355001903,48355001903,19.03,Census Tract 19.03,TX,Nueces County,Texas,CT,1436433,0,3222,1.4318929609188298,2250.1681954861197,7.719204558455653,1.0,1.0,1.0,3222.0,1.4318929609188298,2250.1681954861197,7.719204558455653,0.6931471805599453,0.6931471805599453,22,Developed,High density
48,355,003002,1400000US48355003002,48355003002,30.02,Census Tract 30.02,TX,Nueces County,Texas,CT,8483487,1480853,4038,9.740202390679997,414.57044094523104,6.029652132887259,960.0,122.0,23292.0,4038.0,9.740202390679997,414.57044094523104,6.029652132887259,6.8679744089702925,10.055908165231354,22,Developed,Medium density
48,355,003101,1400000US48355003101,48355003101,31.01,Census Tract 31.01,TX,Nueces County,Texas,CT,6110991,23736423,4779,6.150340385196096,777.0301642983987,6.656765295018565,527.0,116.0,5747.0,4779.0,6.150340385196096,777.0301642983987,6.656765295018565,6.269096283706261,8.656607247198915,22,Developed,Medium density
48,355,006000,1400000US48355006000,48355006000,60,Census Tract 60,TX,Nueces County,Texas,CT,396924167,152370,2719,396.84965642179105,6.85146114152135,2.0606996471516585,726.0,93.0,5119.0,2719.0,396.84965642179105,6.85146114152135,2.0606996471516585,6.588926477533519,8.540909718033554,82,Agriculture,Low density
48,029,181704,1400000US48029181704,48029181704,1817.04,Census Tract 1817.04,TX,Bexar County,Texas,CT,5732874,11406,6389,5.730685686954773,1114.8753131835167,7.017394410161314,234.0,64.0,2686.0,6389.0,5.730685686954773,1114.8753131835167,7.017394410161314,5.459585514144159,7.8961806086154915,23,Developed,Medium density
48,029,180902,1400000US48029180902,48029180902,1809.02,Census Tract 1809.02,TX,Bexar County,Texas,CT,2983505,0,8400,2.979378069267178,2819.3803554666374,7.944627032662012,10.0,8.0,19.0,8400.0,2.979378069267178,2819.3803554666374,7.944627032662012,2.3978952727983707,2.995732273553991,22,Developed,High density
48,029,180604,1400000US48029180604,48029180604,1806.04,Census Tract 1806.04,TX,Bexar County,Texas,CT,3805654,0,6115,3.826386537266911,1598.1135048545793,7.37720469521432,57.0,28.0,139.0,6115.0,3.826386537266911,1598.1135048545793,7.37720469521432,4.060443010546419,4.941642422609304,22,Developed,High density
48,029,180901,1400000US48029180901,48029180901,1809.01,Census Tract 1809.01,TX,Bexar County,Texas,CT,2811109,1682,4996,2.801677135256227,1783.2176081713612,7.486735283375813,47.0,23.0,140.0,4996.0,2.801677135256227,1783.2176081713612,7.486735283375813,3.871201010907891,4.948759890378168,22,Developed,High density
48,029,181506,1400000US48029181506,48029181506,1815.06,Census Tract 1815.06,TX,Bexar County,Texas,CT,2414961,0,3661,2.409809056076386,1519.2075035026983,7.326602119985236,319.0,73.0,1207.0,3661.0,2.409809056076386,1519.2075035026983,7.326602119985236,5.768320995793772,7.0967213784947605,22,Developed,High density
48,029,180800,1400000US48029180800,48029180800,1808,Census Tract 1808,TX,Bexar County,Texas,CT,1775732,484,2521,1.7744186763985212,1420.746993667126,7.259641671654781,7.0,6.0,49.0,2521.0,1.7744186763985212,1420.746993667126,7.259641671654781,2.0794415416798357,3.912023005428146,24,Developed,High density
48,029,181302,1400000US48029181302,48029181302,1813.02,Census Tract 1813.02,TX,Bexar County,Texas,CT,2540825,552,5646,2.542951184514048,2220.254967685877,7.705827615903446,68.0,32.0,238.0,5646.0,2.542951184514048,2220.254967685877,7.705827615903446,4.23410650459726,5.476463551931511,23,Developed,High density
48,029,182103,1400000US48029182103,48029182103,1821.03,Census Tract 1821.03,TX,Bexar County,Texas,CT,141312639,431906,5051,141.8066238183017,35.61892853800609,3.6005652798889334,552.0,96.0,1810.0,5051.0,141.8066238183017,35.61892853800609,3.6005652798889334,6.315358001522335,7.501634457883413,42,Forest,Low density
48,355,005411,1400000US48355005411,48355005411,54.11,Census Tract 54.11,TX,Nueces County,Texas,CT,1317493,0,3436,1.321175014662284,2600.715243527598,7.863926215546293,8.0,7.0,101.0,3436.0,1.321175014662284,2600.715243527598,7.863926215546293,2.1972245773362196,4.624972813284271,23,Developed,High density
48,355,002900,1400000US48355002900,48355002900,29,Census Tract 29,TX,Nueces County,Texas,CT,12094532,7002244,995,15.064868292358343,66.0477065375151,4.205404403885629,342.0,94.0,2653.0,995.0,15.064868292358343,66.0477065375151,4.205404403885629,5.8377304471659395,7.8838232148921525,11,Water,Low density
48,065,950200,1400000US48065950200,48065950200,9502,Census Tract 9502,TX,Carson County,Texas,CT,1396566890,4818067,3497,1401.2378708501371,2.495650504991244,1.251519482827779,525.0,90.0,33335.0,3497.0,1401.2378708501371,2.495650504991244,1.251519482827779,6.26530121273771,10.414393173102289,82,Agriculture,Low density
48,029,151200,1400000US48029151200,48029151200,1512,Census Tract 1512,TX,Bexar County,Texas,CT,6990728,36902,11685,7.039624561556127,1659.889657157654,7.415108675833865,31.0,18.0,186.0,11685.0,7.039624561556127,1659.889657157654,7.415108675833865,3.4657359027997265,5.231108616854587,23,Developed,High density
48,029,161501,1400000US48029161501,48029161501,1615.01,Census Tract 1615.01,TX,Bexar County,Texas,CT,4090193,0,7440,4.093337134511728,1817.5878886866906,7.505815593579046,4.0,4.0,8.0,7440.0,4.093337134511728,1817.5878886866906,7.505815593579046,1.6094379124341003,2.1972245773362196,22,Developed,High density
48,029,161200,1400000US48029161200,48029161200,1612,Census Tract 1612,TX,Bexar County,Texas,CT,45644373,778241,4059,46.380833088362905,87.51459880565224,4.4831674966657244,152.0,52.0,2283.0,4059.0,46.380833088362905,87.51459880565224,4.4831674966657244,5.030437921392435,7.7336835707759,52,Shrub/Scrub,Low density
48,029,161100,1400000US48029161100,48029161100,1611,Census Tract 1611,TX,Bexar County,Texas,CT,10119463,16207,8507,10.128005618355898,839.948191239349,6.734530054317153,30.0,25.0,110.0,8507.0,10.128005618355898,839.948191239349,6.734530054317153,3.4339872044851463,4.709530201312334,22,Developed,Medium density
48,029,150800,1400000US48029150800,48029150800,1508,Census Tract 1508,TX,Bexar County,Texas,CT,4300488,124244,2832,4.411745111366878,641.9228510512407,6.466024734226106,800.0,100.0,3684.0,2832.0,4.411745111366878,641.9228510512407,6.466024734226106,6.68586094706836,8.212025804623437,22,Developed,Medium density
48,029,141101,1400000US48029141101,48029141101,1411.01,Census Tract 1411.01,TX,Bexar County,Texas,CT,3411164,27621,4035,3.4554707486282954,1167.7135457163856,7.063658889285553,15.0,11.0,36.0,4035.0,3.4554707486282954,1167.7135457163856,7.063658889285553,2.772588722239781,3.6109179126442243,23,Developed,Medium density
48,029,181822,1400000US48029181822,48029181822,1818.22,Census Tract 1818.22,TX,Bexar County,Texas,CT,3783122,1887,4308,3.7666536038522573,1143.7207805873345,7.042916026500664,4169.0,129.0,13183.0,4308.0,3.7666536038522573,1143.7207805873345,7.042916026500664,8.335671314792847,9.486759252149254,22,Developed,Medium density
48,029,141800,1400000US48029141800,48029141800,1418,Census Tract 1418,TX,Bexar County,Texas,CT,72827492,5812688,4440,78.59394252039891,56.49290336653625,4.0516615204740525,3865.0,180.0,57451.0,4440.0,78.59394252039891,56.49290336653625,4.0516615204740525,8.259975659768276,10.958705095551714,52,Shrub/Scrub,Low density
48,029,171602,1400000US48029171602,48029171602,1716.02,Census Tract 1716.02,TX,Bexar County,Texas,CT,8127748,31507,5084,8.150568722900926,623.7601537810871,6.4373678221337505,163.0,61.0,886.0,5084.0,8.150568722900926,623.7601537810871,6.4373678221337505,5.099866427824199,6.787844982309579,23,Developed,Medium density
48,029,150700,1400000US48029150700,48029150700,1507,Census Tract 1507,TX,Bexar County,Texas,CT,2220834,0,4961,2.2181600665350945,2236.538325094543,7.713131578536193,2.0,2.0,3.0,4961.0,2.2181600665350945,2236.538325094543,7.713131578536193,1.0986122886681098,1.3862943611198906,22,Developed,High density
48,029,181814,1400000US48029181814,48029181814,1818.14,Census Tract 1818.14,TX,Bexar County,Texas,CT,3667996,8328,6705,3.673721746573531,1825.1246181760316,7.509951305362934,237.0,52.0,502.0,6705.0,3.673721746573531,1825.1246181760316,7.509951305362934,5.472270673671475,6.220590170099739,23,Developed,High density
48,029,160600,1400000US48029160600,48029160600,1606,Census Tract 1606,TX,Bexar County,Texas,CT,2200749,0,4504,2.2000031080374756,2047.269835003923,7.624750732853431,6.0,6.0,16.0,4504.0,2.2000031080374756,2047.269835003923,7.624750732853431,1.9459101490553132,2.833213344056216,22,Developed,High density
48,029,180102,1400000US48029180102,48029180102,1801.02,Census Tract 1801.02,TX,Bexar County,Texas,CT,1049555,0,1818,1.037693174706578,1751.9629542846944,7.469062751945336,5.0,5.0,13.0,1818.0,1.037693174706578,1751.9629542846944,7.469062751945336,1.791759469228055,2.6390573296152584,22,Developed,High density
48,029,161000,1400000US48029161000,48029161000,1610,Census Tract 1610,TX,Bexar County,Texas,CT,7390354,40596,3702,7.45365585856947,496.6690266151488,6.209935250886258,9.0,7.0,13.0,3702.0,7.45365585856947,496.6690266151488,6.209935250886258,2.302585092994046,2.6390573296152584,82,Agriculture,Medium density
48,029,161902,1400000US48029161902,48029161902,1619.02,Census Tract 1619.02,TX,Bexar County,Texas,CT,123297496,1874295,17746,125.18927553553816,141.75335646033312,4.961118361116672,2627.0,159.0,13446.0,17746.0,125.18927553553816,141.75335646033312,4.961118361116672,7.873978379604501,9.50651131182387,52,Shrub/Scrub,Low density
48,029,161802,1400000US48029161802,48029161802,1618.02,Census Tract 1618.02,TX,Bexar County,Texas,CT,21566489,251308,10639,21.815247959435663,487.6864118062135,6.19172099911405,69.0,34.0,389.0,10639.0,21.815247959435663,487.6864118062135,6.19172099911405,4.248495242049359,5.966146739123692,52,Shrub/Scrub,Medium density
48,029,160901,1400000US48029160901,48029160901,1609.01,Census Tract 1609.01,TX,Bexar County,Texas,CT,2483732,0,2799,2.4754874061940755,1130.6864228016038,7.031464208728951,5.0,5.0,15.0,2799.0,2.4754874061940755,1130.6864228016038,7.031464208728951,1.791759469228055,2.772588722239781,23,Developed,Medium density
48,029,192200,1400000US48029192200,48029192200,1922,Census Tract 1922,TX,Bexar County,Texas,CT,14838391,123562,2894,14.984273306412693,193.1358258636059,5.268558047401892,1554.0,123.0,6034.0,2894.0,14.984273306412693,193.1358258636059,5.268558047401892,7.349230824613334,8.705331133531631,22,Developed,Low density
48,029,121605,1400000US48029121605,48029121605,1216.05,Census Tract 1216.05,TX,Bexar County,Texas,CT,2834494,94451,2251,2.950027931364391,763.0436227628903,6.6386248853936864,939.0,111.0,6618.0,2251.0,2.950027931364391,763.0436227628903,6.6386248853936864,6.84587987526405,8.797699580118923,22,Developed,Medium density
48,029,170200,1400000US48029170200,48029170200,1702,Census Tract 1702,TX,Bexar County,Texas,CT,1730790,0,4636,1.724497220900576,2688.3197860875434,7.897043572994027,3.0,3.0,12.0,4636.0,1.724497220900576,2688.3197860875434,7.897043572994027,1.3862943611198906,2.5649493574615367,23,Developed,High density
48,029,131504,1400000US48029131504,48029131504,1315.04,Census Tract 1315.04,TX,Bexar County,Texas,CT,4193083,0,4116,4.193301554274793,981.565467383096,6.890166974992305,2.0,2.0,2.0,4116.0,4.193301554274793,981.565467383096,6.890166974992305,1.0986122886681098,1.0986122886681098,23,Developed,Medium density
48,029,191701,1400000US48029191701,48029191701,1917.01,Census Tract 1917.01,TX,Bexar County,Texas,CT,6175989,20843,1480,6.178943944404348,239.5231310263444,5.482816263824641,26.0,25.0,50.0,1480.0,6.178943944404348,239.5231310263444,5.482816263824641,3.295836866004329,3.9318256327243257,22,Developed,Low density
48,029,191413,1400000US48029191413,48029191413,1914.13,Census Tract 1914.13,TX,Bexar County,Texas,CT,3682387,6774,6043,3.6960765035233143,1634.9769801137672,7.3999954462285915,61.0,24.0,201.0,6043.0,3.6960765035233143,1634.9769801137672,7.3999954462285915,4.127134385045092,5.308267697401205,22,Developed,High density
48,029,191004,1400000US48029191004,48029191004,1910.04,Census Tract 1910.04,TX,Bexar County,Texas,CT,1652388,0,3901,1.6370966034086938,2382.877095876628,7.7764834731132755,11.0,9.0,51.0,3901.0,1.6370966034086938,2382.877095876628,7.7764834731132755,2.4849066497880004,3.9512437185814275,22,Developed,High density
48,029,191102,1400000US48029191102,48029191102,1911.02,Census Tract 1911.02,TX,Bexar County,Texas,CT,2344796,0,2233,2.324284565785248,960.7257359408537,6.86872931224303,49.0,26.0,99.0,2233.0,2.324284565785248,960.7257359408537,6.86872931224303,3.912023005428146,4.605170185988092,22,Developed,Medium density
48,029,190902,1400000US48029190902,48029190902,1909.02,Census Tract 1909.02,TX,Bexar County,Texas,CT,4652959,3154,4147,4.652199608193606,891.4062914876155,6.793921512609294,367.0,65.0,1226.0,4147.0,4.652199608193606,891.4062914876155,6.793921512609294,5.908082938168931,7.112327444710911,22,Developed,Medium density
48,029,190603,1400000US48029190603,48029190603,1906.03,Census Tract 1906.03,TX,Bexar County,Texas,CT,1286096,0,2592,1.2906461975989134,2008.2963129803452,7.605539846711641,6.0,6.0,24.0,2592.0,1.2906461975989134,2008.2963129803452,7.605539846711641,1.9459101490553132,3.2188758248682006,22,Developed,High density
48,029,190400,1400000US48029190400,48029190400,1904,Census Tract 1904,TX,Bexar County,Texas,CT,2087115,0,4626,2.1083754377314907,2194.106380302623,7.693985789165242,103.0,40.0,185.0,4626.0,2.1083754377314907,2194.106380302623,7.693985789165242,4.6443908991413725,5.225746673713202,22,Developed,High density
48,029,181818,1400000US48029181818,48029181818,1818.18,Census Tract 1818.18,TX,Bexar County,Texas,CT,3029814,0,5653,3.0381495756729753,1860.6720502718547,7.529230314651165,64.0,31.0,177.0,5653.0,3.0381495756729753,1860.6720502718547,7.529230314651165,4.174387269895637,5.181783550292085,23,Developed,High density
48,029,141000,1400000US48029141000,48029141000,1410,Census Tract 1410,TX,Bexar County,Texas,CT,1797042,0,3735,1.7925204393217682,2083.658249059187,7.64236021147417,20.0,14.0,513.0,3735.0,1.7925204393217682,2083.658249059187,7.64236021147417,3.044522437723423,6.2422232654551655,22,Developed,High density
48,029,131000,1400000US48029131000,48029131000,1310,Census Tract 1310,TX,Bexar County,Texas,CT,5560599,0,6501,5.535397551141427,1174.4413910541007,7.069399007999663,2.0,1.0,2.0,6501.0,5.535397551141427,1174.4413910541007,7.069399007999663,1.0986122886681098,1.0986122886681098,22,Developed,Medium density
48,029,131200,1400000US48029131200,48029131200,1312,Census Tract 1312,TX,Bexar County,Texas,CT,4845631,4121,2803,4.841354690354005,578.970180719199,6.36297668966569,232.0,60.0,1151.0,2803.0,4.841354690354005,578.970180719199,6.36297668966569,5.4510384535657,7.049254841255837,22,Developed,Medium density
48,029,130800,1400000US48029130800,48029130800,1308,Census Tract 1308,TX,Bexar County,Texas,CT,8492765,19394,5792,8.511786012725757,680.4682344387567,6.524249638808513,644.0,88.0,4147.0,5792.0,8.511786012725757,680.4682344387567,6.524249638808513,6.4692503167957724,8.330381569349418,23,Developed,Medium density
48,029,130402,1400000US48029130402,48029130402,1304.02,Census Tract 1304.02,TX,Bexar County,Texas,CT,2588653,0,4184,2.578117809346512,1622.8893748887833,7.392579399490577,7.0,6.0,10.0,4184.0,2.578117809346512,1622.8893748887833,7.392579399490577,2.0794415416798357,2.3978952727983707,22,Developed,High density
48,029,121813,1400000US48029121813,48029121813,1218.13,Census Tract 1218.13,TX,Bexar County,Texas,CT,1900238,0,1546,1.8977399340464287,814.6532474044342,6.703989322744378,9.0,5.0,18.0,1546.0,1.8977399340464287,814.6532474044342,6.703989322744378,2.302585092994046,2.9444389791664403,23,Developed,Medium density
48,029,141102,1400000US48029141102,48029141102,1411.02,Census Tract 1411.02,TX,Bexar County,Texas,CT,1532608,0,4206,1.5130068981470548,2779.8947943667627,7.930528023373389,16.0,10.0,113.0,4206.0,1.5130068981470548,2779.8947943667627,7.930528023373389,2.833213344056216,4.736198448394496,22,Developed,High density
48,029,141200,1400000US48029141200,48029141200,1412,Census Tract 1412,TX,Bexar County,Texas,CT,3791692,0,7353,3.786236682861308,1942.0339022343533,7.572005897621695,4.0,4.0,14.0,7353.0,3.786236682861308,1942.0339022343533,7.572005897621695,1.6094379124341003,2.70805020110221,22,Developed,High density
48,029,121402,1400000US48029121402,48029121402,1214.02,Census Tract 1214.02,TX,Bexar County,Texas,CT,4573411,19180,10463,4.578597278884046,2285.197706348652,7.734645326331902,12.0,10.0,19.0,10463.0,4.578597278884046,2285.197706348652,7.734645326331902,2.5649493574615367,2.995732273553991,22,Developed,High density
48,029,121115,1400000US48029121115,48029121115,1211.15,Census Tract 1211.15,TX,Bexar County,Texas,CT,2485544,3273,4804,2.4735436142665486,1942.1529389221928,7.572067159054941,65.0,32.0,397.0,4804.0,2.4735436142665486,1942.1529389221928,7.572067159054941,4.189654742026425,5.986452005284438,22,Developed,High density
48,029,121122,1400000US48029121122,48029121122,1211.22,Census Tract 1211.22,TX,Bexar County,Texas,CT,3104264,0,5218,3.121654282884959,1671.5496102847264,7.4221044539150665,187.0,32.0,345.0,5218.0,3.121654282884959,1671.5496102847264,7.4221044539150665,5.236441962829949,5.846438775057725,23,Developed,High density
48,029,120901,1400000US48029120901,48029120901,1209.01,Census Tract 1209.01,TX,Bexar County,Texas,CT,1924551,6483,2366,1.9155610598649102,1235.147262894797,7.1197547756573565,18.0,15.0,46.0,2366.0,1.9155610598649102,1235.147262894797,7.1197547756573565,2.9444389791664403,3.8501476017100584,22,Developed,Medium density
48,215,020804,1400000US48215020804,48215020804,208.04,Census Tract 208.04,TX,Hidalgo County,Texas,CT,2477913,0,4045,2.4856857388690963,1627.3175392800617,7.3953025762407885,95.0,40.0,613.0,4045.0,2.4856857388690963,1627.3175392800617,7.3953025762407885,4.564348191467836,6.419994928147142,23,Developed,High density
48,167,720400,1400000US48167720400,48167720400,7204,Census Tract 7204,TX,Galveston County,Texas,CT,14890520,169540,10119,15.049097644315617,672.3991191473314,6.512338198658598,151.0,54.0,826.0,10119.0,15.049097644315617,672.3991191473314,6.512338198658598,5.0238805208462765,6.717804695023691,23,Developed,Medium density
48,157,670700,1400000US48157670700,48157670700,6707,Census Tract 6707,TX,Fort Bend County,Texas,CT,29130853,249677,8620,29.373623683622156,293.46055811310237,5.685145065813794,10.0,9.0,10.0,8620.0,29.373623683622156,293.46055811310237,5.685145065813794,2.3978952727983707,2.3978952727983707,81,Agriculture,Low density
48,349,970100,1400000US48349970100,48349970100,9701,Census Tract 9701,TX,Navarro County,Texas,CT,363562691,4408170,4119,368.273555578468,11.18462061043198,2.5001745508051596,72.0,53.0,1152.0,4119.0,368.273555578468,11.18462061043198,2.5001745508051596,4.290459441148391,7.050122520269059,81,Agriculture,Low density
48,491,020411,1400000US48491020411,48491020411,204.11,Census Tract 204.11,TX,Williamson County,Texas,CT,10467040,76061,5329,10.521829875501062,506.4708385380757,6.229439248256278,1755.0,132.0,6947.0,5329.0,10.521829875501062,506.4708385380757,6.229439248256278,7.470793774195062,8.846209127360996,42,Forest,Medium density
48,491,020203,1400000US48491020203,48491020203,202.03,Census Tract 202.03,TX,Williamson County,Texas,CT,26394370,34217,3511,26.449351967505336,132.74427306625435,4.8959295666631615,287.0,79.0,1413.0,3511.0,26.449351967505336,132.74427306625435,4.8959295666631615,5.662960480135946,7.254177846456518,42,Forest,Low density
48,099,010503,1400000US48099010503,48099010503,105.03,Census Tract 105.03,TX,Coryell County,Texas,CT,7006594,0,5023,7.0189566185392955,715.6334300076254,6.5745644546446185,355.0,84.0,1609.0,5023.0,7.0189566185392955,715.6334300076254,6.5745644546446185,5.87493073085203,7.383989457978509,23,Developed,Medium density
48,029,181303,1400000US48029181303,48029181303,1813.03,Census Tract 1813.03,TX,Bexar County,Texas,CT,2073467,16690,3495,2.0879813010447106,1673.8655649125283,7.4234881812844655,520.0,70.0,1791.0,3495.0,2.0879813010447106,1673.8655649125283,7.4234881812844655,6.255750041753367,7.491087593534876,23,Developed,High density
48,029,171922,1400000US48029171922,48029171922,1719.22,Census Tract 1719.22,TX,Bexar County,Texas,CT,2871339,13723,6462,2.8676611754181915,2253.4042917596935,7.720641044868515,15.0,12.0,30.0,6462.0,2.8676611754181915,2253.4042917596935,7.720641044868515,2.772588722239781,3.4339872044851463,23,Developed,High density
48,029,161901,1400000US48029161901,48029161901,1619.01,Census Tract 1619.01,TX,Bexar County,Texas,CT,20171886,475879,963,20.683303600692703,46.55929336006789,3.8619772138498782,113.0,50.0,601.0,963.0,20.683303600692703,46.55929336006789,3.8619772138498782,4.736198448394496,6.400257445308821,52,Shrub/Scrub,Low density
48,029,162003,1400000US48029162003,48029162003,1620.03,Census Tract 1620.03,TX,Bexar County,Texas,CT,45319240,109526,5835,45.450351901515056,128.38184427358624,4.862768065218108,203.0,53.0,1015.0,5835.0,45.450351901515056,128.38184427358624,4.862768065218108,5.318119993844216,6.923628628138427,52,Shrub/Scrub,Low density
48,029,980100,1400000US48029980100,48029980100,9801,Census Tract 9801,TX,Bexar County,Texas,CT,14683784,42980,1008,14.731545768058723,68.424591408837,4.2402411478148965,21.0,16.0,71.0,1008.0,14.731545768058723,68.424591408837,4.2402411478148965,3.091042453358316,4.276666119016055,23,Developed,Low density
